"","X","nÃºm_corre","aÃ.o_ocu","mes_ocu","dÃ.a_ocu","dÃ.a_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","Ã.rea_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymÃ.s","g_edad_60ymÃ.s","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","deptoName"
"570",4923,4924,2015,"Abril",3,"Viernes",10,2,1,22,2205,2,99,"Hombre",32,1,5,5,7,9,4,99,"Azul",9999,6,5,"Jutiapa"
"571",4937,4938,2015,"Abril",5,"Domingo",7,2,1,1,101,1,17,"Hombre",46,1,8,8,10,1,4,99,"Rojo",2012,5,5,"Guatemala"
"572",4966,4967,2015,"Abril",10,"Viernes",20,4,3,17,1705,2,99,"Hombre",26,1,4,4,6,2,4,21,"Rojo",9999,6,5,"Petén"
"573",4986,4987,2015,"Abril",12,"Domingo",13,3,2,2,203,2,99,"Hombre",17,2,2,2,4,9,4,42,"Rojo",9999,6,5,"El Progreso"
"574",4987,4988,2015,"Abril",12,"Domingo",0,1,1,18,1801,2,99,"Hombre",39,1,6,6,8,9,4,42,"Rojo",2009,4,5,"Izabal"
"575",4995,4996,2015,"Abril",13,"Lunes",10,2,1,14,1405,2,99,"Hombre",21,1,3,3,5,9,4,2,"Amarillo",9999,6,5,"Quiché"
"576",5001,5002,2015,"Abril",15,"Miercoles",7,2,1,1,101,1,12,"Hombre",33,1,5,5,7,1,4,21,"Rojo",2013,5,5,"Guatemala"
"577",5022,5023,2015,"Abril",17,"Viernes",11,2,1,14,1413,2,99,"Hombre",14,2,1,1,3,1,4,2,"Azul",2013,5,5,"Quiché"
"578",5036,5037,2015,"Abril",18,"Sabado",21,4,3,16,1604,2,99,"Hombre",22,1,3,3,5,2,4,61,"Rojo",2012,5,5,"Alta Verapaz"
"579",5061,5062,2015,"Abril",21,"Martes",14,3,2,18,1801,2,99,"Hombre",28,1,4,4,6,1,4,42,"Negro",9999,6,5,"Izabal"
"580",5070,5071,2015,"Abril",23,"Jueves",21,4,3,15,1501,2,99,"Hombre",18,1,2,2,4,9,4,20,"Rojo",9999,6,5,"Baja Verapaz"
"581",5073,5074,2015,"Abril",24,"Viernes",16,3,2,1,110,2,99,"Hombre",22,1,3,3,5,9,4,14,"Rojo",2014,5,5,"Guatemala"
"582",5092,5093,2015,"Abril",27,"Lunes",8,2,1,1,116,2,99,"Hombre",24,1,3,3,5,1,4,21,"Negro",9999,6,5,"Guatemala"
"583",5132,5133,2015,"Mayo",5,"Martes",13,3,2,10,1015,1,1,"Hombre",22,1,3,3,5,1,4,21,"Rojo",2011,5,5,"Suchitepéquez"
"584",5140,5141,2015,"Mayo",6,"Miercoles",21,4,3,1,102,2,99,"Hombre",21,1,3,3,5,1,4,21,"Negro",2012,5,5,"Guatemala"
"585",5150,5151,2015,"Mayo",7,"Jueves",23,4,3,16,1613,2,99,"Hombre",21,1,3,3,5,1,4,40,"Azul",2011,5,5,"Alta Verapaz"
"586",5166,5167,2015,"Mayo",10,"Domingo",18,4,3,19,1901,2,99,"Hombre",22,1,3,3,5,1,4,2,"Rojo",9999,6,5,"Zacapa"
"587",5167,5168,2015,"Mayo",10,"Domingo",19,4,3,2,205,2,99,"Hombre",26,1,4,4,6,1,4,42,"Gris",2005,4,5,"El Progreso"
"588",5238,5239,2015,"Mayo",25,"Lunes",8,2,1,1,101,1,6,"Hombre",28,1,4,4,6,9,4,24,"Rojo",9999,6,5,"Guatemala"
"589",5298,5299,2015,"Junio",6,"Sabado",8,2,1,9,920,2,99,"Hombre",21,1,3,3,5,9,4,61,"Rojo",9999,6,5,"Quetzaltenango"
"590",5310,5311,2015,"Junio",7,"Domingo",18,4,3,15,1507,2,99,"Hombre",24,1,3,3,5,9,4,40,"Azul",9999,6,5,"Baja Verapaz"
"591",5314,5315,2015,"Junio",7,"Domingo",14,3,2,3,301,2,99,"Hombre",26,1,4,4,6,9,4,37,"Negro",2013,5,5,"Sacatepéquez"
"592",5336,5337,2015,"Junio",12,"Viernes",0,1,1,16,1604,2,99,"Hombre",25,1,4,4,6,9,4,99,"Blanco",9999,6,5,"Alta Verapaz"
"593",5414,5415,2015,"Junio",26,"Viernes",23,4,3,7,710,1,99,"Hombre",18,1,2,2,4,2,4,45,"Gris",9999,6,5,"Sololá"
"594",5474,5475,2015,"Julio",4,"Sabado",16,3,2,9,920,1,99,"Hombre",20,1,3,3,5,9,4,21,"Negro",9999,6,5,"Quetzaltenango"
"595",5540,5541,2015,"Julio",17,"Viernes",10,2,1,1,101,2,12,"Hombre",49,1,8,8,10,9,4,40,"Azul",9999,6,5,"Guatemala"
"596",5576,5577,2015,"Julio",21,"Martes",19,4,3,1,101,1,11,"Hombre",40,1,7,7,9,9,4,24,"Rojo",2012,5,5,"Guatemala"
"597",5647,5648,2015,"Julio",30,"Jueves",15,3,2,5,501,1,3,"Hombre",27,1,4,4,6,9,4,99,"Negro",2012,5,5,"Escuintla"
"598",5665,5666,2015,"Agosto",2,"Domingo",5,1,1,1,101,1,17,"Hombre",24,1,3,3,5,9,4,21,"Negro",2012,5,5,"Guatemala"
"599",5702,5703,2015,"Agosto",6,"Jueves",20,4,3,18,1801,2,99,"Hombre",21,1,3,3,5,9,4,14,"Negro",9999,6,5,"Izabal"
"600",5726,5727,2015,"Agosto",9,"Domingo",15,3,2,14,1411,2,99,"Hombre",32,1,5,5,7,2,4,99,"Azul",9999,6,5,"Quiché"
"601",5728,5729,2015,"Agosto",10,"Lunes",14,3,2,1,101,1,18,"Hombre",51,1,9,9,11,1,4,24,"Negro",2013,5,5,"Guatemala"
"602",5777,5778,2015,"Agosto",16,"Domingo",11,2,1,18,1801,1,99,"Hombre",23,1,3,3,5,1,4,40,"Rojo",2008,4,5,"Izabal"
"603",5884,5885,2015,"Septiembre",1,"Martes",8,2,1,1,101,1,12,"Hombre",61,1,11,11,13,1,4,21,"Negro",2007,4,5,"Guatemala"
"604",5889,5890,2015,"Septiembre",1,"Martes",15,3,2,11,1104,2,99,"Mujer",18,1,2,2,4,1,4,31,"Rojo",9999,6,5,"Retalhuleu"
"605",5900,5901,2015,"Septiembre",3,"Jueves",21,4,3,4,403,2,99,"Hombre",22,1,3,3,5,2,4,40,"Negro",9999,6,5,"Chimaltenango"
"606",5916,5917,2015,"Septiembre",6,"Domingo",14,3,2,1,101,1,7,"Hombre",28,1,4,4,6,9,4,2,"Negro",9999,6,5,"Guatemala"
"607",5922,5923,2015,"Septiembre",6,"Domingo",11,2,1,10,1001,2,99,"Hombre",19,1,2,2,4,1,4,21,"Blanco",9999,6,5,"Suchitepéquez"
"608",5973,5974,2015,"Septiembre",14,"Lunes",6,2,1,15,1507,2,99,"Hombre",16,2,2,2,4,9,4,40,"Rojo",9999,6,5,"Baja Verapaz"
"609",5998,5999,2015,"Septiembre",17,"Jueves",11,2,1,16,1601,1,1,"Hombre",23,1,3,3,5,1,4,2,"Rojo",2004,4,5,"Alta Verapaz"
"610",6014,6015,2015,"Septiembre",20,"Domingo",14,3,2,9,920,1,99,"Hombre",30,1,5,5,7,9,4,99,"Corinto",9999,6,5,"Quetzaltenango"
"611",6091,6092,2015,"Octubre",1,"Jueves",9,2,1,1,101,1,12,"Hombre",43,1,7,7,9,1,4,21,"Rojo",2005,4,5,"Guatemala"
"612",6092,6093,2015,"Octubre",1,"Jueves",21,4,3,1,115,1,5,"Hombre",20,1,3,3,5,2,4,2,"Blanco",2015,5,5,"Guatemala"
"613",6129,6130,2015,"Octubre",6,"Martes",21,4,3,1,101,1,5,"Hombre",22,1,3,3,5,1,4,2,"Rojo",9999,6,5,"Guatemala"
"614",6171,6172,2015,"Octubre",11,"Domingo",10,2,1,1,101,1,1,"Hombre",33,1,5,5,7,1,4,2,"Negro",9999,6,5,"Guatemala"
"615",6174,6175,2015,"Octubre",11,"Domingo",20,4,3,1,106,1,5,"Hombre",13,2,1,1,3,1,4,24,"Rojo",9999,6,5,"Guatemala"
"616",6178,6179,2015,"Octubre",11,"Domingo",16,3,2,6,602,2,99,"Hombre",22,1,3,3,5,1,4,24,"Blanco",2007,4,5,"Santa Rosa"
"617",6247,6248,2015,"Octubre",23,"Viernes",5,1,1,10,1002,2,99,"Hombre",24,1,3,3,5,1,4,36,"Rojo",9999,6,5,"Suchitepéquez"
"618",6257,6258,2015,"Octubre",24,"Sabado",18,4,3,16,1603,2,99,"Hombre",30,1,5,5,7,2,4,2,"Negro",2012,5,5,"Alta Verapaz"
"619",6323,6324,2015,"Octubre",31,"Sabado",6,2,1,4,416,2,99,"Hombre",33,1,5,5,7,9,4,46,"Gris",9999,6,5,"Chimaltenango"
"620",6360,6361,2015,"Noviembre",3,"Martes",20,4,3,4,403,2,99,"Hombre",33,1,5,5,7,1,4,21,"Negro",2012,5,5,"Chimaltenango"
"621",6366,6367,2015,"Noviembre",5,"Jueves",7,2,1,13,1301,1,5,"Hombre",21,1,3,3,5,9,4,21,"Rojo",2015,5,5,"Huehuetenango"
"622",6372,6373,2015,"Noviembre",6,"Viernes",21,4,3,19,1901,2,99,"Hombre",22,1,3,3,5,1,4,40,"Azul",2006,4,5,"Zacapa"
"623",6405,6406,2015,"Noviembre",9,"Lunes",20,4,3,1,108,1,11,"Hombre",17,2,2,2,4,1,4,24,"Negro",2013,5,5,"Guatemala"
"624",6419,6420,2015,"Noviembre",13,"Viernes",20,4,3,1,101,1,21,"Hombre",18,1,2,2,4,1,4,24,"Negro",9999,6,5,"Guatemala"
"625",6446,6447,2015,"Noviembre",15,"Domingo",14,3,2,1,108,1,3,"Hombre",26,1,4,4,6,1,4,14,"Negro",2013,5,5,"Guatemala"
"626",6452,6453,2015,"Noviembre",16,"Lunes",17,3,2,1,101,1,7,"Hombre",25,1,4,4,6,9,4,2,"Negro",2012,5,5,"Guatemala"
"627",6453,6454,2015,"Noviembre",16,"Lunes",23,4,3,1,106,1,99,"Hombre",24,1,3,3,5,1,4,2,"Azul",9999,6,5,"Guatemala"
"628",6461,6462,2015,"Noviembre",16,"Lunes",23,4,3,17,1710,2,99,"Hombre",23,1,3,3,5,9,4,20,"Azul",2012,5,5,"Petén"
"629",6466,6467,2015,"Noviembre",17,"Martes",12,3,2,9,901,2,99,"Hombre",36,1,6,6,8,9,4,21,"Rojo",9999,6,5,"Quetzaltenango"
"630",6505,6506,2015,"Noviembre",20,"Viernes",17,3,2,13,1331,2,99,"Hombre",22,1,3,3,5,1,4,40,"Azul",1989,2,5,"Huehuetenango"
"631",6589,6590,2015,"Diciembre",2,"Miercoles",18,4,3,17,1711,2,99,"Mujer",30,1,5,5,7,9,4,24,"Rojo",9999,6,5,"Petén"
"632",6598,6599,2015,"Diciembre",3,"Jueves",14,3,2,5,502,2,99,"Hombre",20,1,3,3,5,1,4,14,"Gris",2011,5,5,"Escuintla"
"633",6602,6603,2015,"Diciembre",3,"Jueves",19,4,3,3,301,2,99,"Hombre",32,1,5,5,7,1,4,14,"Rojo",9999,6,5,"Sacatepéquez"
"634",6604,6605,2015,"Diciembre",4,"Viernes",21,4,3,1,101,1,6,"Hombre",35,1,6,6,8,2,4,2,"Negro",9999,6,5,"Guatemala"
"635",6623,6624,2015,"Diciembre",5,"Sabado",22,4,3,4,406,1,99,"Hombre",25,1,4,4,6,9,4,40,"Rojo",2009,4,5,"Chimaltenango"
"636",6628,6629,2015,"Diciembre",6,"Domingo",10,2,1,1,117,1,4,"Hombre",38,1,6,6,8,9,4,42,"Azul",9999,6,5,"Guatemala"
"637",6639,6640,2015,"Diciembre",7,"Lunes",2,1,1,1,110,2,99,"Hombre",25,1,4,4,6,9,4,24,"Blanco",2015,5,5,"Guatemala"
"638",6651,6652,2015,"Diciembre",9,"Miercoles",21,4,3,1,101,1,18,"Hombre",20,1,3,3,5,9,4,40,"Negro",1998,3,5,"Guatemala"
"639",6674,6675,2015,"Diciembre",12,"Sabado",21,4,3,1,101,1,6,"Hombre",26,1,4,4,6,1,4,24,"Rojo",2014,5,5,"Guatemala"
"640",6678,6679,2015,"Diciembre",12,"Sabado",20,4,3,5,501,2,99,"Hombre",26,1,4,4,6,9,4,21,"Gris",9999,6,5,"Escuintla"
"641",6694,6695,2015,"Diciembre",14,"Lunes",17,3,2,1,101,1,18,"Hombre",22,1,3,3,5,9,4,2,"Blanco",2015,5,5,"Guatemala"
"642",6734,6735,2015,"Diciembre",17,"Jueves",11,2,1,5,501,1,1,"Hombre",18,1,2,2,4,1,4,2,"Negro",2015,5,5,"Escuintla"
"643",6783,6784,2015,"Diciembre",22,"Martes",7,2,1,15,1501,2,99,"Hombre",19,1,2,2,4,9,4,21,"Rojo",9999,6,5,"Baja Verapaz"
"644",6795,6796,2015,"Diciembre",24,"Jueves",23,4,3,1,101,1,18,"Hombre",20,1,3,3,5,9,4,2,"Azul",9999,6,5,"Guatemala"
"645",6810,6811,2015,"Diciembre",25,"Viernes",18,4,3,1,107,2,99,"Hombre",20,1,3,3,5,2,4,21,"Negro",9999,6,5,"Guatemala"
"646",6842,6843,2015,"Diciembre",30,"Miercoles",22,4,3,3,302,2,99,"Hombre",21,1,3,3,5,1,4,49,"Negro",2012,5,5,"Sacatepéquez"
"647",3,5,2016,"Enero",1,"Viernes",12,3,2,1,106,2,99,"",NA,NA,NA,NA,NA,NA,4,3,"Azul",2006,4,1,"Guatemala"
"648",44,56,2016,"Enero",4,"Lunes",6,2,1,5,501,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Escuintla"
"649",82,106,2016,"Enero",9,"Sabado",7,2,1,1,112,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",2015,5,1,"Guatemala"
"650",118,158,2016,"Enero",14,"Jueves",16,3,2,5,513,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Corinto",9999,6,1,"Escuintla"
"651",122,163,2016,"Enero",14,"Jueves",17,3,2,14,1412,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,1,"Quiché"
"652",131,173,2016,"Enero",15,"Viernes",7,2,1,11,1107,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Retalhuleu"
"653",138,188,2016,"Enero",16,"Sabado",17,3,2,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,3,"Negro",9999,6,1,"Guatemala"
"654",147,199,2016,"Enero",16,"Sabado",1,1,1,17,1712,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,1,"Petén"
"655",175,237,2016,"Enero",19,"Martes",13,3,2,6,608,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,1,"Santa Rosa"
"656",192,260,2016,"Enero",20,"Miercoles",7,2,1,14,1416,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",9999,6,1,"Quiché"
"657",197,268,2016,"Enero",21,"Jueves",19,4,3,21,2107,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,1,"Jalapa"
"658",204,281,2016,"Enero",22,"Viernes",12,3,2,9,917,2,99,"",NA,NA,NA,NA,NA,NA,4,35,"Negro",2012,5,1,"Quetzaltenango"
"659",213,296,2016,"Enero",23,"Sabado",21,4,3,11,1101,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Azul",1984,2,1,"Retalhuleu"
"660",235,324,2016,"Enero",25,"Lunes",18,4,3,15,1507,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,1,"Baja Verapaz"
"661",250,346,2016,"Enero",27,"Miercoles",18,4,3,3,301,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2007,4,1,"Sacatepéquez"
"662",251,347,2016,"Enero",27,"Miercoles",18,4,3,3,303,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,1,"Sacatepéquez"
"663",304,427,2016,"Febrero",1,"Lunes",3,1,1,16,1617,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,1,"Alta Verapaz"
"664",317,452,2016,"Febrero",3,"Miercoles",19,4,3,5,511,2,99,"",NA,NA,NA,NA,NA,NA,4,83,"Azul",2008,4,1,"Escuintla"
"665",356,512,2016,"Febrero",7,"Domingo",0,1,1,5,509,2,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2014,5,1,"Escuintla"
"666",370,533,2016,"Febrero",8,"Lunes",0,1,1,10,1001,1,99,"",NA,NA,NA,NA,NA,NA,4,20,"Azul",9999,6,1,"Suchitepéquez"
"667",380,548,2016,"Febrero",9,"Martes",20,4,3,1,101,1,16,"",NA,NA,NA,NA,NA,NA,4,76,"Corinto",2014,5,1,"Guatemala"
"668",428,611,2016,"Febrero",14,"Domingo",22,4,3,20,2001,2,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2013,5,1,"Chiquimula"
"669",429,612,2016,"Febrero",14,"Domingo",19,4,3,20,2007,2,99,"",NA,NA,NA,NA,NA,NA,4,3,"Rojo",2009,4,1,"Chiquimula"
"670",550,788,2016,"Febrero",26,"Viernes",19,4,3,6,608,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",2015,5,1,"Santa Rosa"
"671",562,805,2016,"Febrero",27,"Sabado",19,4,3,18,1801,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",2012,5,1,"Izabal"
"672",628,901,2016,"Marzo",4,"Viernes",20,4,3,9,901,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",2009,4,1,"Quetzaltenango"
"673",672,970,2016,"Marzo",7,"Lunes",20,4,3,17,1711,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,1,"Petén"
"674",681,981,2016,"Marzo",8,"Martes",18,4,3,10,1001,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Blanco",9999,6,1,"Suchitepéquez"
"675",703,1020,2016,"Marzo",11,"Viernes",23,4,3,18,1801,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,1,"Izabal"
"676",711,1029,2016,"Marzo",12,"Sabado",17,3,2,19,1902,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,1,"Zacapa"
"677",712,1030,2016,"Marzo",12,"Sabado",13,3,2,9,920,2,99,"",NA,NA,NA,NA,NA,NA,4,45,"Rojo",9999,6,1,"Quetzaltenango"
"678",728,1053,2016,"Marzo",14,"Lunes",20,4,3,9,920,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,1,"Quetzaltenango"
"679",730,1055,2016,"Marzo",14,"Lunes",10,2,1,17,1712,2,99,"",NA,NA,NA,NA,NA,NA,4,18,"Rojo",9999,6,1,"Petén"
"680",743,1076,2016,"Marzo",16,"Miercoles",20,4,3,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Guatemala"
"681",762,1101,2016,"Marzo",17,"Jueves",13,3,2,15,1501,1,99,"",NA,NA,NA,NA,NA,NA,4,39,"Rojo",9999,6,1,"Baja Verapaz"
"682",797,1157,2016,"Marzo",20,"Domingo",15,3,2,10,1003,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,1,"Suchitepéquez"
"683",808,1171,2016,"Marzo",21,"Lunes",22,4,3,16,1615,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Azul",9999,6,1,"Alta Verapaz"
"684",884,1292,2016,"Marzo",30,"Miercoles",14,3,2,5,501,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,1,"Escuintla"
"685",887,1296,2016,"Marzo",30,"Miercoles",13,3,2,18,1804,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,1,"Izabal"
"686",891,1302,2016,"Marzo",31,"Jueves",22,4,3,21,2101,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,1,"Jalapa"
"687",907,1325,2016,"Abril",1,"Viernes",9,2,1,14,1401,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2015,5,1,"Quiché"
"688",930,1358,2016,"Abril",3,"Domingo",15,3,2,19,1904,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,1,"Zacapa"
"689",971,1413,2016,"Abril",7,"Jueves",17,3,2,7,708,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,1,"Sololá"
"690",977,1421,2016,"Abril",8,"Viernes",21,4,3,16,1613,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,1,"Alta Verapaz"
"691",992,1440,2016,"Abril",9,"Sabado",16,3,2,9,901,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,1,"Quetzaltenango"
"692",1008,1462,2016,"Abril",11,"Lunes",10,2,1,1,101,2,18,"",NA,NA,NA,NA,NA,NA,4,6,"Amarillo",9999,6,1,"Guatemala"
"693",1051,1515,2016,"Abril",16,"Sabado",21,4,3,1,106,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2015,5,1,"Guatemala"
"694",1070,1543,2016,"Abril",17,"Domingo",20,4,3,4,409,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",9999,6,1,"Chimaltenango"
"695",1073,1546,2016,"Abril",18,"Lunes",15,3,2,22,2214,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,1,"Jutiapa"
"696",1108,1599,2016,"Abril",21,"Jueves",14,3,2,3,312,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,1,"Sacatepéquez"
"697",1128,1625,2016,"Abril",24,"Domingo",23,4,3,1,101,1,6,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,1,"Guatemala"
"698",1160,1675,2016,"Abril",28,"Jueves",13,3,2,17,1703,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",2014,5,1,"Petén"
"699",1197,1729,2016,"Mayo",1,"Domingo",1,1,1,6,602,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,1,"Santa Rosa"
"700",1203,1741,2016,"Mayo",1,"Domingo",17,3,2,4,413,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,1,"Chimaltenango"
"701",1206,1744,2016,"Mayo",2,"Lunes",0,1,1,1,109,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,6,1,"Guatemala"
"702",1212,1755,2016,"Mayo",2,"Lunes",18,4,3,16,1615,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Alta Verapaz"
"703",1263,1831,2016,"Mayo",7,"Sabado",18,4,3,18,1801,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Varios",2014,5,1,"Izabal"
"704",1288,1869,2016,"Mayo",10,"Martes",18,4,3,10,1001,1,99,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,6,1,"Suchitepéquez"
"705",1298,1882,2016,"Mayo",11,"Miercoles",7,2,1,9,921,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2007,4,1,"Quetzaltenango"
"706",1311,1905,2016,"Mayo",13,"Viernes",3,1,1,1,101,1,13,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Guatemala"
"707",1330,1934,2016,"Mayo",14,"Sabado",6,2,1,10,1010,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2015,5,1,"Suchitepéquez"
"708",1340,1950,2016,"Mayo",15,"Domingo",20,4,3,20,2007,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,1,"Chiquimula"
"709",1359,1979,2016,"Mayo",18,"Miercoles",17,3,2,1,101,1,13,"",NA,NA,NA,NA,NA,NA,4,76,"Corinto",9999,6,1,"Guatemala"
"710",1372,1996,2016,"Mayo",19,"Jueves",22,4,3,3,312,2,99,"",NA,NA,NA,NA,NA,NA,4,18,"Rojo",9999,6,1,"Sacatepéquez"
"711",1378,2003,2016,"Mayo",19,"Jueves",22,4,3,11,1102,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,1,"Retalhuleu"
"712",1386,2011,2016,"Mayo",20,"Viernes",14,3,2,5,501,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Escuintla"
"713",1390,2015,2016,"Mayo",20,"Viernes",18,4,3,11,1101,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,1,"Retalhuleu"
"714",1394,2019,2016,"Mayo",20,"Viernes",18,4,3,18,1801,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,1,"Izabal"
"715",1403,2029,2016,"Mayo",21,"Sabado",16,3,2,18,1801,2,99,"",NA,NA,NA,NA,NA,NA,4,35,"Negro",2008,4,1,"Izabal"
"716",1407,2036,2016,"Mayo",21,"Sabado",9,2,1,22,2204,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,1,"Jutiapa"
"717",1413,2045,2016,"Mayo",22,"Domingo",14,3,2,1,101,1,1,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",9999,6,1,"Guatemala"
"718",1478,2141,2016,"Mayo",28,"Sabado",6,2,1,12,1222,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2016,5,1,"San Marcos"
"719",1490,2154,2016,"Mayo",29,"Domingo",14,3,2,1,101,1,5,"",NA,NA,NA,NA,NA,NA,4,20,"Negro",2014,5,1,"Guatemala"
"720",1499,2167,2016,"Mayo",29,"Domingo",16,3,2,17,1710,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",1994,3,1,"Petén"
"721",1502,2170,2016,"Mayo",29,"Domingo",22,4,3,5,513,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Corinto",9999,6,1,"Escuintla"
"722",1506,2175,2016,"Mayo",30,"Lunes",14,3,2,1,107,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,1,"Guatemala"
"723",1529,2206,2016,"Junio",2,"Jueves",17,3,2,20,2004,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,1,"Chiquimula"
"724",1563,2251,2016,"Junio",5,"Domingo",14,3,2,17,1701,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Corinto",9999,6,1,"Petén"
"725",1567,2258,2016,"Junio",6,"Lunes",11,2,1,20,2006,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,1,"Chiquimula"
"726",1570,2261,2016,"Junio",6,"Lunes",17,3,2,12,1210,1,99,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",2014,5,1,"San Marcos"
"727",1583,2279,2016,"Junio",8,"Miercoles",18,4,3,3,302,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2013,5,1,"Sacatepéquez"
"728",1592,2296,2016,"Junio",10,"Viernes",21,4,3,19,1905,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,1,"Zacapa"
"729",1621,2337,2016,"Junio",12,"Domingo",17,3,2,5,502,2,99,"",NA,NA,NA,NA,NA,NA,4,18,"Rojo",2012,5,1,"Escuintla"
"730",1643,2376,2016,"Junio",16,"Jueves",5,1,1,1,101,1,17,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,1,"Guatemala"
"731",1676,2420,2016,"Junio",18,"Sabado",19,4,3,6,608,2,99,"",NA,NA,NA,NA,NA,NA,4,54,"Negro",9999,6,1,"Santa Rosa"
"732",1683,2430,2016,"Junio",19,"Domingo",3,1,1,12,1222,2,99,"",NA,NA,NA,NA,NA,NA,4,77,"Rojo",9999,6,1,"San Marcos"
