"","X","nÃºm_corre","aÃ.o_ocu","mes_ocu","dÃ.a_ocu","dÃ.a_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","Ã.rea_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymÃ.s","g_edad_60ymÃ.s","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","deptoName"
"1545",3886,3887,2017,"Septiembre",9,"Sabado",23,4,3,1,117,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,4,"Guatemala"
"1546",3904,3905,2017,"Septiembre",11,"Lunes",9,2,1,1,101,NA,1,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",2012,5,1,"Guatemala"
"1547",3916,3917,2017,"Septiembre",12,"Martes",10,2,1,8,802,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,1,"Totonicapán"
"1548",3929,3930,2017,"Septiembre",14,"Jueves",17,3,2,22,2201,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Blanco",9999,6,4,"Jutiapa"
"1549",3937,3938,2017,"Septiembre",14,"Jueves",16,3,2,14,1414,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,1,"Quiché"
"1550",3941,3942,2017,"Septiembre",15,"Viernes",21,4,3,1,101,NA,9,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,2,"Guatemala"
"1551",3949,3950,2017,"Septiembre",15,"Viernes",21,4,3,5,508,NA,99,"",NA,NA,NA,NA,NA,NA,4,63,"Rojo",2008,4,1,"Escuintla"
"1552",3950,3951,2017,"Septiembre",15,"Viernes",7,2,1,5,502,NA,99,"",NA,NA,NA,NA,NA,NA,4,64,"Rojo",2016,5,2,"Escuintla"
"1553",3952,3953,2017,"Septiembre",15,"Viernes",16,3,2,10,1021,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Amarillo",9999,6,1,"Suchitepéquez"
"1554",3957,3958,2017,"Septiembre",15,"Viernes",2,1,1,18,1801,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,1,"Izabal"
"1555",3968,3969,2017,"Septiembre",16,"Sabado",16,3,2,5,501,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2016,5,2,"Escuintla"
"1556",3974,3975,2017,"Septiembre",17,"Domingo",17,3,2,1,112,NA,99,"",NA,NA,NA,NA,NA,NA,4,25,"Rojo",9999,6,2,"Guatemala"
"1557",3993,3994,2017,"Septiembre",18,"Lunes",21,4,3,22,2216,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Azul",9999,6,4,"Jutiapa"
"1558",4013,4014,2017,"Septiembre",21,"Jueves",23,4,3,3,312,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Amarillo",2015,5,1,"Sacatepéquez"
"1559",4015,4016,2017,"Septiembre",22,"Viernes",6,2,1,1,101,NA,11,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2014,5,2,"Guatemala"
"1560",4020,4021,2017,"Septiembre",22,"Viernes",10,2,1,16,1601,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,2,"Alta Verapaz"
"1561",4021,4022,2017,"Septiembre",22,"Viernes",8,2,1,18,1804,NA,99,"",NA,NA,NA,NA,NA,NA,4,2,"Rojo",9999,6,2,"Izabal"
"1562",4037,4038,2017,"Septiembre",25,"Lunes",8,2,1,1,101,NA,8,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",2012,5,1,"Guatemala"
"1563",4070,4071,2017,"Septiembre",29,"Viernes",12,3,2,1,113,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Azul",9999,6,1,"Guatemala"
"1564",4074,4075,2017,"Septiembre",29,"Viernes",12,3,2,10,1004,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2016,5,1,"Suchitepéquez"
"1565",4075,4076,2017,"Septiembre",29,"Viernes",3,1,1,11,1109,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,2,"Retalhuleu"
"1566",4076,4077,2017,"Septiembre",29,"Viernes",3,1,1,13,1301,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",2013,5,1,"Huehuetenango"
"1567",4078,4079,2017,"Septiembre",29,"Viernes",16,3,2,16,1615,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,1,"Alta Verapaz"
"1568",4083,4084,2017,"Septiembre",30,"Sabado",3,1,1,1,117,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2017,5,4,"Guatemala"
"1569",4116,4117,2017,"Septiembre",3,"Domingo",21,4,3,16,1614,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Alta Verapaz"
"1570",4120,4121,2017,"Septiembre",4,"Lunes",14,3,2,1,107,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Azul",9999,6,5,"Guatemala"
"1571",4123,4124,2017,"Septiembre",4,"Lunes",20,4,3,16,1617,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2017,5,5,"Alta Verapaz"
"1572",4126,4127,2017,"Septiembre",6,"Miercoles",14,3,2,1,101,NA,18,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2016,5,5,"Guatemala"
"1573",4159,4160,2017,"Septiembre",11,"Lunes",21,4,3,19,1905,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2008,4,5,"Zacapa"
"1574",4178,4179,2017,"Septiembre",14,"Jueves",14,3,2,1,112,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",2017,5,5,"Guatemala"
"1575",4180,4181,2017,"Septiembre",14,"Jueves",22,4,3,15,1508,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Azul",9999,6,5,"Baja Verapaz"
"1576",4194,4195,2017,"Septiembre",17,"Domingo",20,4,3,1,101,NA,18,"",NA,NA,NA,NA,NA,NA,4,32,"Gris",9999,6,5,"Guatemala"
"1577",4197,4198,2017,"Septiembre",17,"Domingo",16,3,2,16,1615,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Corinto",9999,6,5,"Alta Verapaz"
"1578",4198,4199,2017,"Septiembre",17,"Domingo",16,3,2,15,1508,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Baja Verapaz"
"1579",4203,4204,2017,"Septiembre",18,"Lunes",14,3,2,16,1603,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Amarillo",9999,6,5,"Alta Verapaz"
"1580",4208,4209,2017,"Septiembre",19,"Martes",15,3,2,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",2012,5,5,"Guatemala"
"1581",4210,4211,2017,"Septiembre",19,"Martes",7,2,1,17,1712,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,6,5,"Petén"
"1582",4218,4219,2017,"Septiembre",22,"Viernes",22,4,3,14,1413,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Quiché"
"1583",4245,4246,2017,"Septiembre",27,"Miercoles",21,4,3,18,1802,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",9999,6,5,"Izabal"
"1584",4251,4252,2017,"Septiembre",30,"Sabado",19,4,3,1,101,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",9999,6,5,"Guatemala"
"1585",4258,4259,2017,"Octubre",1,"Domingo",9,2,1,1,101,NA,18,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,1,"Guatemala"
"1586",4261,4262,2017,"Octubre",1,"Domingo",8,2,1,19,1910,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,2,"Zacapa"
"1587",4275,4276,2017,"Octubre",2,"Lunes",15,3,2,17,1712,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,1,"Petén"
"1588",4288,4289,2017,"Octubre",4,"Miercoles",20,4,3,5,505,NA,99,"",NA,NA,NA,NA,NA,NA,4,2,"Negro",2017,5,2,"Escuintla"
"1589",4302,4303,2017,"Octubre",6,"Viernes",0,1,1,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,4,"Guatemala"
"1590",4304,4305,2017,"Octubre",6,"Viernes",10,2,1,6,609,NA,99,"",NA,NA,NA,NA,NA,NA,4,54,"Azul",9999,6,1,"Santa Rosa"
"1591",4322,4323,2017,"Octubre",7,"Sabado",2,1,1,18,1801,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2013,5,1,"Izabal"
"1592",4327,4328,2017,"Octubre",8,"Domingo",1,1,1,1,101,NA,7,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,2,"Guatemala"
"1593",4329,4330,2017,"Octubre",8,"Domingo",1,1,1,21,2101,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,2,"Jalapa"
"1594",4335,4336,2017,"Octubre",8,"Domingo",18,4,3,13,1301,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,1,"Huehuetenango"
"1595",4344,4345,2017,"Octubre",9,"Lunes",21,4,3,1,110,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,6,2,"Guatemala"
"1596",4367,4368,2017,"Octubre",12,"Jueves",19,4,3,6,609,NA,99,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,6,1,"Santa Rosa"
"1597",4368,4369,2017,"Octubre",12,"Jueves",10,2,1,10,1001,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2015,5,1,"Suchitepéquez"
"1598",4397,4398,2017,"Octubre",15,"Domingo",12,3,2,1,117,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Azul",9999,6,2,"Guatemala"
"1599",4411,4412,2017,"Octubre",16,"Lunes",6,2,1,17,1701,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",9999,6,1,"Petén"
"1600",4452,4453,2017,"Octubre",21,"Sabado",16,3,2,1,103,NA,99,"",NA,NA,NA,NA,NA,NA,4,20,"Azul",2013,5,1,"Guatemala"
"1601",4511,4512,2017,"Octubre",27,"Viernes",1,1,1,1,101,NA,11,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,1,"Guatemala"
"1602",4516,4517,2017,"Octubre",27,"Viernes",11,2,1,16,1601,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2007,4,1,"Alta Verapaz"
"1603",4574,4575,2017,"Octubre",4,"Miercoles",15,3,2,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Guatemala"
"1604",4583,4584,2017,"Octubre",5,"Jueves",18,4,3,3,301,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Corinto",9999,6,5,"Sacatepéquez"
"1605",4593,4594,2017,"Octubre",7,"Sabado",5,1,1,1,101,NA,11,"",NA,NA,NA,NA,NA,NA,4,18,"Blanco",2016,5,5,"Guatemala"
"1606",4611,4612,2017,"Octubre",9,"Lunes",22,4,3,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2016,5,5,"Guatemala"
"1607",4619,4620,2017,"Octubre",10,"Martes",19,4,3,15,1501,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Azul",9999,6,5,"Baja Verapaz"
"1608",4630,4631,2017,"Octubre",14,"Sabado",20,4,3,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Guatemala"
"1609",4644,4645,2017,"Octubre",16,"Lunes",18,4,3,1,101,NA,21,"",NA,NA,NA,NA,NA,NA,4,20,"Corinto",9999,6,5,"Guatemala"
"1610",4678,4679,2017,"Octubre",22,"Domingo",13,3,2,1,107,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2012,5,5,"Guatemala"
"1611",4705,4706,2017,"Octubre",26,"Jueves",20,4,3,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,5,"Guatemala"
"1612",4712,4713,2017,"Octubre",27,"Viernes",17,3,2,3,308,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2016,5,5,"Sacatepéquez"
"1613",4735,4736,2017,"Octubre",31,"Martes",7,2,1,1,101,NA,6,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Guatemala"
"1614",4763,4764,2017,"Noviembre",2,"Jueves",0,1,1,10,1010,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,2,"Suchitepéquez"
"1615",4775,4776,2017,"Noviembre",3,"Viernes",11,2,1,12,1212,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,6,1,"San Marcos"
"1616",4786,4787,2017,"Noviembre",4,"Sabado",18,4,3,1,101,NA,13,"",NA,NA,NA,NA,NA,NA,4,20,"Negro",2013,5,2,"Guatemala"
"1617",4817,4818,2017,"Noviembre",6,"Lunes",15,3,2,5,501,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Rojo",2014,5,1,"Escuintla"
"1618",4841,4842,2017,"Noviembre",8,"Miercoles",20,4,3,1,107,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,1,"Guatemala"
"1619",4883,4884,2017,"Noviembre",12,"Domingo",0,1,1,5,502,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,4,"Escuintla"
"1620",4915,4916,2017,"Noviembre",15,"Miercoles",20,4,3,9,901,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",2007,4,1,"Quetzaltenango"
"1621",4920,4921,2017,"Noviembre",16,"Jueves",9,2,1,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,3,"Negro",9999,6,1,"Guatemala"
"1622",4923,4924,2017,"Noviembre",16,"Jueves",19,4,3,19,1903,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,1,"Zacapa"
"1623",4941,4942,2017,"Noviembre",18,"Sabado",19,4,3,1,106,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Azul",9999,6,1,"Guatemala"
"1624",4966,4967,2017,"Noviembre",19,"Domingo",23,4,3,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,32,"Blanco",9999,6,1,"Guatemala"
"1625",4995,4996,2017,"Noviembre",23,"Jueves",18,4,3,1,111,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,1,"Guatemala"
"1626",5022,5023,2017,"Noviembre",25,"Sabado",23,4,3,17,1712,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,2,"Petén"
"1627",5072,5073,2017,"Noviembre",30,"Jueves",9,2,1,2,204,NA,99,"",NA,NA,NA,NA,NA,NA,4,19,"Blanco",2000,4,4,"El Progreso"
"1628",5083,5084,2017,"Noviembre",1,"Viernes",10,2,1,19,1901,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,1,"Zacapa"
"1629",5092,5093,2017,"Diciembre",2,"Sabado",4,1,1,18,1801,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,4,"Izabal"
"1630",5120,5121,2017,"Diciembre",4,"Lunes",22,4,3,1,101,NA,10,"",NA,NA,NA,NA,NA,NA,4,77,"Blanco",2017,5,1,"Guatemala"
"1631",5164,5165,2017,"Diciembre",8,"Viernes",4,1,1,1,117,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,4,"Guatemala"
"1632",5166,5167,2017,"Diciembre",8,"Viernes",2,1,1,5,501,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2016,5,1,"Escuintla"
"1633",5198,5199,2017,"Diciembre",10,"Domingo",1,1,1,11,1108,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",2010,5,4,"Retalhuleu"
"1634",5278,5279,2017,"Diciembre",17,"Domingo",23,4,3,18,1801,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,1,"Izabal"
"1635",5298,5299,2017,"Diciembre",19,"Martes",4,1,1,16,1617,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,2,"Alta Verapaz"
"1636",5334,5335,2017,"Diciembre",22,"Viernes",13,3,2,6,614,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,1,"Santa Rosa"
"1637",5336,5337,2017,"Diciembre",22,"Viernes",21,4,3,21,2102,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Gris",2003,4,1,"Jalapa"
"1638",5439,5440,2017,"Diciembre",30,"Sabado",19,4,3,17,1712,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,2,"Petén"
"1639",5450,5451,2017,"Diciembre",31,"Domingo",21,4,3,5,502,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,2,"Escuintla"
"1640",5471,5472,2017,"Noviembre",3,"Viernes",19,4,3,1,101,NA,1,"",NA,NA,NA,NA,NA,NA,4,54,"Negro",2018,5,5,"Guatemala"
"1641",5647,5648,2017,"Noviembre",30,"Jueves",19,4,3,17,1710,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,5,"Petén"
"1642",5692,5693,2017,"Diciembre",8,"Viernes",12,3,2,12,1213,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2015,5,5,"San Marcos"
"1643",5702,5703,2017,"Diciembre",9,"Sabado",21,4,3,9,901,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Quetzaltenango"
"1644",5704,5705,2017,"Diciembre",10,"Domingo",4,1,1,1,101,NA,9,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",2014,5,5,"Guatemala"
"1645",5726,5727,2017,"Diciembre",12,"Martes",17,3,2,18,1805,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Izabal"
"1646",5728,5729,2017,"Diciembre",13,"Miercoles",21,4,3,1,101,NA,3,"",NA,NA,NA,NA,NA,NA,4,18,"Rojo",2017,5,5,"Guatemala"
"1647",5757,5758,2017,"Diciembre",17,"Domingo",18,4,3,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,25,"Blanco",9999,6,5,"Guatemala"
"1648",5850,5851,2017,"Diciembre",27,"Miercoles",7,2,1,22,2201,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",2013,5,5,"Jutiapa"
"1649",0,1,2018,"Enero",1,"Lunes",16,3,2,1,115,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,99,2,"Guatemala"
"1650",3,4,2018,"Enero",1,"Lunes",22,4,3,19,1903,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,99,2,"Zacapa"
"1651",4,5,2018,"Enero",1,"Lunes",23,4,3,19,1903,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,99,2,"Zacapa"
"1652",12,13,2018,"Enero",1,"Lunes",23,4,3,17,1703,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,99,2,"Petén"
"1653",29,30,2018,"Enero",3,"Miercoles",22,4,3,1,106,NA,99,"",NA,NA,NA,NA,NA,NA,4,100,"Negro",2018,5,1,"Guatemala"
"1654",44,45,2018,"Enero",5,"Viernes",6,2,1,5,501,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,99,2,"Escuintla"
"1655",74,75,2018,"Enero",8,"Lunes",23,4,3,1,101,NA,3,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,99,1,"Guatemala"
"1656",80,81,2018,"Enero",8,"Lunes",0,1,1,11,1109,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,99,1,"Retalhuleu"
"1657",105,106,2018,"Enero",11,"Jueves",10,2,1,1,101,NA,17,"",NA,NA,NA,NA,NA,NA,4,28,"Blanco",2016,5,1,"Guatemala"
"1658",119,120,2018,"Enero",12,"Viernes",18,4,3,5,501,NA,99,"",NA,NA,NA,NA,NA,NA,4,8,"Blanco",2003,4,2,"Escuintla"
"1659",120,121,2018,"Enero",12,"Viernes",6,2,1,5,501,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,99,2,"Escuintla"
"1660",123,124,2018,"Enero",12,"Viernes",17,3,2,6,601,NA,99,"",NA,NA,NA,NA,NA,NA,4,62,"Rojo",9999,99,4,"Santa Rosa"
"1661",132,133,2018,"Enero",12,"Viernes",20,4,3,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,2,"Negro",9999,99,2,"Guatemala"
"1662",138,139,2018,"Enero",13,"Sabado",7,2,1,1,111,NA,99,"",NA,NA,NA,NA,NA,NA,4,2,"Azul",9999,99,2,"Guatemala"
"1663",139,140,2018,"Enero",13,"Sabado",19,4,3,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,99,2,"Guatemala"
"1664",148,149,2018,"Enero",14,"Domingo",1,1,1,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,99,2,"Guatemala"
"1665",168,169,2018,"Enero",15,"Lunes",22,4,3,3,301,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Azul",2017,5,1,"Sacatepéquez"
"1666",169,170,2018,"Enero",16,"Martes",5,1,1,1,101,NA,11,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,99,2,"Guatemala"
"1667",175,176,2018,"Enero",16,"Martes",1,1,1,16,1601,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,99,4,"Alta Verapaz"
"1668",178,179,2018,"Enero",16,"Martes",9,2,1,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,99,1,"Guatemala"
"1669",223,224,2018,"Enero",20,"Sabado",7,2,1,2,201,NA,99,"",NA,NA,NA,NA,NA,NA,4,2,"Negro",2018,5,1,"El Progreso"
"1670",224,225,2018,"Enero",20,"Sabado",12,3,2,3,312,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",9999,99,1,"Sacatepéquez"
"1671",249,250,2018,"Enero",21,"Domingo",21,4,3,1,101,NA,18,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2014,5,1,"Guatemala"
"1672",256,257,2018,"Enero",21,"Domingo",5,1,1,2,205,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",9999,99,2,"El Progreso"
"1673",268,269,2018,"Enero",22,"Lunes",21,4,3,3,301,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",2018,5,1,"Sacatepéquez"
"1674",303,304,2018,"Enero",26,"Viernes",17,3,2,1,102,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Gris",2014,5,1,"Guatemala"
"1675",307,308,2018,"Enero",26,"Viernes",18,4,3,19,1906,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,99,1,"Zacapa"
"1676",317,318,2018,"Enero",27,"Sabado",1,1,1,6,607,NA,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,99,2,"Santa Rosa"
"1677",324,325,2018,"Enero",28,"Domingo",20,4,3,1,108,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,99,2,"Guatemala"
"1678",327,328,2018,"Enero",28,"Domingo",20,4,3,20,2009,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",2017,5,2,"Chiquimula"
"1679",331,332,2018,"Enero",28,"Domingo",18,4,3,10,1010,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,99,2,"Suchitepéquez"
"1680",333,334,2018,"Enero",29,"Lunes",20,4,3,1,101,NA,5,"",NA,NA,NA,NA,NA,NA,4,25,"Negro",2017,5,1,"Guatemala"
"1681",343,344,2018,"Enero",29,"Lunes",19,4,3,6,602,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,99,1,"Santa Rosa"
"1682",356,357,2018,"Enero",31,"Miercoles",11,2,1,1,103,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2012,5,1,"Guatemala"
"1683",373,374,2018,"Enero",2,"Martes",14,3,2,18,1801,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Blanco",9999,99,5,"Izabal"
"1684",380,381,2018,"Enero",4,"Jueves",10,2,1,1,101,NA,5,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2018,5,5,"Guatemala"
"1685",389,390,2018,"Enero",5,"Viernes",23,4,3,12,1222,NA,99,"",NA,NA,NA,NA,NA,NA,4,54,"Rojo",2012,5,5,"San Marcos"
"1686",390,391,2018,"Enero",5,"Viernes",13,3,2,18,1804,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,99,5,"Izabal"
"1687",393,394,2018,"Enero",6,"Sabado",1,1,1,1,109,NA,99,"",NA,NA,NA,NA,NA,NA,4,54,"Azul",2016,5,5,"Guatemala"
"1688",400,401,2018,"Enero",6,"Sabado",20,4,3,2,206,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,99,5,"El Progreso"
"1689",408,409,2018,"Enero",8,"Lunes",20,4,3,1,108,NA,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",2014,5,5,"Guatemala"
"1690",433,434,2018,"Enero",11,"Jueves",6,2,1,1,103,NA,99,"",NA,NA,NA,NA,NA,NA,4,25,"Negro",2013,5,5,"Guatemala"
"1691",445,446,2018,"Enero",12,"Viernes",23,4,3,1,101,NA,11,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,99,5,"Guatemala"
"1692",450,451,2018,"Enero",12,"Viernes",11,2,1,13,1301,NA,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,99,5,"Huehuetenango"
"1693",472,473,2018,"Enero",16,"Martes",10,2,1,1,101,NA,8,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,99,5,"Guatemala"
"1694",495,496,2018,"Enero",20,"Sabado",3,1,1,1,101,NA,7,"",NA,NA,NA,NA,NA,NA,4,64,"Azul",9999,99,5,"Guatemala"
"1695",518,519,2018,"Enero",21,"Domingo",14,3,2,15,1503,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",9999,99,5,"Baja Verapaz"
"1696",544,545,2018,"Enero",27,"Sabado",8,2,1,1,103,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2018,5,5,"Guatemala"
"1697",548,549,2018,"Enero",27,"Sabado",15,3,2,1,101,NA,12,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2005,4,5,"Guatemala"
"1698",557,558,2018,"Enero",29,"Lunes",8,2,1,1,117,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Azul",9999,99,5,"Guatemala"
"1699",616,617,2018,"Febrero",4,"Domingo",12,3,2,5,502,NA,99,"",NA,NA,NA,NA,NA,NA,4,18,"Varios",9999,99,4,"Escuintla"
"1700",633,634,2018,"Febrero",5,"Lunes",23,4,3,15,1504,NA,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,99,2,"Baja Verapaz"
"1701",652,653,2018,"Febrero",7,"Miercoles",23,4,3,18,1801,NA,99,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",9999,99,4,"Izabal"
"1702",672,673,2018,"Febrero",9,"Viernes",8,2,1,15,1501,NA,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,99,1,"Baja Verapaz"
